0.1	0	0.05	0.1	0.15	0.2	0.25	0.3	0.35	0.4	0.45	0.5	0.55	1	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591
0.2	0	0.05	0.1	0.15	0.2	0.25	0.3	0.35	0.4	0.45	0.5	0.55	1	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591
0.3	0	0.05	0.1	0.15	0.2	0.25	0.3	0.35	0.4	0.45	0.5	0.55	1	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591
0.4	0	0.05	0.1	0.15	0.2	0.25	0.3	0.35	0.4	0.45	0.5	0.55	1	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591
0.5	0	0.05	0.1	0.15	0.2	0.25	0.3	0.35	0.4	0.45	0.5	0.55	1	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591
0.6	0	0.05	0.1	0.15	0.2	0.25	0.3	0.35	0.4	0.45	0.5	0.55	1	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591
0.7	0	0.05	0.1	0.15	0.2	0.25	0.3	0.35	0.4	0.45	0.5	0.55	1	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591
0.8	0	0.05	0.1	0.15	0.2	0.25	0.3	0.35	0.4	0.45	0.5	0.55	1	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591
0.9	0	0.05	0.1	0.15	0.2	0.25	0.3	0.35	0.4	0.45	0.5	0.55	1	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591
1	0	0.05	0.1	0.15	0.2	0.25	0.3	0.35	0.4	0.45	0.5	0.55	1	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591
1.1	0	0.05	0.1	0.15	0.2	0.25	0.3	0.35	0.4	0.45	0.5	0.55	1	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591
1.2	0	0.05	0.1	0.15	0.2	0.25	0.3	0.35	0.4	0.45	0.5	0.55	1	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591
1.3	0	0.05	0.1	0.15	0.2	0.25	0.3	0.35	0.4	0.45	0.5	0.55	1	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591
1.4	0	0.05	0.1	0.15	0.2	0.25	0.3	0.35	0.4	0.45	0.5	0.55	1	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591
1.5	0	0.05	0.1	0.15	0.2	0.25	0.3	0.35	0.4	0.45	0.5	0.55	1	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591
1.6	0	0.05	0.1	0.15	0.2	0.25	0.3	0.35	0.4	0.45	0.5	0.55	1	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591
1.7	0	0.05	0.1	0.15	0.2	0.25	0.3	0.35	0.4	0.45	0.5	0.55	1	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591
1.8	0	0.05	0.1	0.15	0.2	0.25	0.3	0.35	0.4	0.45	0.5	0.55	1	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591
1.9	0	0.05	0.1	0.15	0.2	0.25	0.3	0.35	0.4	0.45	0.5	0.55	1	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591
2	0	0.05	0.1	0.15	0.2	0.25	0.3	0.35	0.4	0.45	0.5	0.55	1	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591
2.1	0	0.05	0.1	0.15	0.2	0.25	0.3	0.35	0.4	0.45	0.5	0.55	1	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591
2.2	0	0.05	0.1	0.15	0.2	0.25	0.3	0.35	0.4	0.45	0.5	0.55	1	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591
2.3	0	0.05	0.1	0.15	0.2	0.25	0.3	0.35	0.4	0.45	0.5	0.55	1	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591
2.4	0	0.05	0.1	0.15	0.2	0.25	0.3	0.35	0.4	0.45	0.5	0.55	1	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591
2.5	0	0.05	0.1	0.15	0.2	0.25	0.3	0.35	0.4	0.45	0.5	0.55	1	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591
2.6	0	0.05	0.1	0.15	0.2	0.25	0.3	0.35	0.4	0.45	0.5	0.55	1	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591	0.336279591
