   9.9990000e+03   3.9083872e+03   3.2087200e+03   2.8035996e+03   2.5414966e+03   2.3584776e+03   2.2235260e+03   2.1199174e+03   2.0378694e+03   1.9712848e+03   1.9161667e+03   1.8697866e+03   1.8302178e+03   1.6314502e+03   2.0586344e+03   2.0586344e+03   2.0586344e+03   2.0586344e+03   2.0586344e+03   2.0586344e+03   2.0586344e+03   2.0586344e+03   2.0586344e+03
   1.0000000e-01   6.5713920e-03   9.0167940e-03   1.1472399e-02   1.3920524e-02   1.6357019e-02   1.8781212e-02   2.1193228e-02   2.3593341e-02   2.5981840e-02   2.8358994e-02   3.0725055e-02   3.3080254e-02   5.3819876e-02   2.2935899e-02   2.2935899e-02   2.2935899e-02   2.2935899e-02   2.2935899e-02   2.2935899e-02   2.2935899e-02   2.2935899e-02   2.2935899e-02
   2.0000000e-01   6.4833083e-03   8.8517636e-03   1.1209520e-02   1.3540667e-02   1.5842400e-02   1.8115099e-02   2.0359736e-02   2.2577297e-02   2.4768672e-02   2.6934655e-02   2.9075962e-02   3.1193240e-02   4.9253481e-02   2.1971423e-02   2.1971423e-02   2.1971423e-02   2.1971423e-02   2.1971423e-02   2.1971423e-02   2.1971423e-02   2.1971423e-02   2.1971423e-02
   3.0000000e-01   6.4022580e-03   8.7035555e-03   1.0977861e-02   1.3210864e-02   1.5400862e-02   1.7549063e-02   1.9657118e-02   2.1726602e-02   2.3758934e-02   2.5755393e-02   2.7717144e-02   2.9645251e-02   4.5626792e-02   2.1162475e-02   2.1162475e-02   2.1162475e-02   2.1162475e-02   2.1162475e-02   2.1162475e-02   2.1162475e-02   2.1162475e-02   2.1162475e-02
   4.0000000e-01   6.3266462e-03   8.5673247e-03   1.0767017e-02   1.2912785e-02   1.5003922e-02   1.7042446e-02   1.9030715e-02   2.0970930e-02   2.2865079e-02   2.4714953e-02   2.6522180e-02   2.8288248e-02   4.2528676e-02   2.0443185e-02   2.0443185e-02   2.0443185e-02   2.0443185e-02   2.0443185e-02   2.0443185e-02   2.0443185e-02   2.0443185e-02   2.0443185e-02
   5.0000000e-01   6.2553477e-03   8.4400665e-03   1.0571225e-02   1.2637205e-02   1.4638325e-02   1.6577457e-02   1.8457697e-02   2.0281889e-02   2.2052586e-02   2.3772082e-02   2.5442457e-02   2.7065609e-02   3.9800688e-02   1.9786744e-02   1.9786744e-02   1.9786744e-02   1.9786744e-02   1.9786744e-02   1.9786744e-02   1.9786744e-02   1.9786744e-02   1.9786744e-02
   6.0000000e-01   6.1875564e-03   8.3198499e-03   1.0387072e-02   1.2378956e-02   1.4296884e-02   1.6144605e-02   1.7925946e-02   1.9644385e-02   2.1303026e-02   2.2904654e-02   2.4451790e-02   2.5946733e-02   3.7356588e-02   1.9178910e-02   1.9178910e-02   1.9178910e-02   1.9178910e-02   1.9178910e-02   1.9178910e-02   1.9178910e-02   1.9178910e-02   1.9178910e-02
   7.0000000e-01   6.1226851e-03   8.2053831e-03   1.0212387e-02   1.2134822e-02   1.3975150e-02   1.5737988e-02   1.7427883e-02   1.9048932e-02   2.0604779e-02   2.2098691e-02   2.3533622e-02   2.4912264e-02   3.5141735e-02   1.8610741e-02   1.8610741e-02   1.8610741e-02   1.8610741e-02   1.8610741e-02   1.8610741e-02   1.8610741e-02   1.8610741e-02   1.8610741e-02
   8.0000000e-01   6.0602975e-03   8.0957644e-03   1.0045692e-02   1.1902617e-02   1.3670080e-02   1.5353547e-02   1.6958276e-02   1.8488970e-02   1.9949806e-02   2.1344524e-02   2.2676502e-02   2.3948815e-02   3.3118249e-02   1.8076058e-02   1.8076058e-02   1.8076058e-02   1.8076058e-02   1.8076058e-02   1.8076058e-02   1.8076058e-02   1.8076058e-02   1.8076058e-02
   9.0000000e-01   6.0000636e-03   7.9903379e-03   9.8859156e-03   1.1680752e-02   1.3379447e-02   1.4988306e-02   1.6513286e-02   1.7959686e-02   1.9332209e-02   2.0635058e-02   2.1872025e-02   2.3046555e-02   3.1258247e-02   1.7570326e-02   1.7570326e-02   1.7570326e-02   1.7570326e-02   1.7570326e-02   1.7570326e-02   1.7570326e-02   1.7570326e-02   1.7570326e-02
